year,anomaly,gcm,scenario
1995,-0.0079964064061641,pattern1,rcp45
1996,0.0220035929232836,pattern1,rcp45
1997,0.0420035943388939,pattern1,rcp45
1998,0.0520035922527313,pattern1,rcp45
1999,0.0720035955309868,pattern1,rcp45
2000,0.0820035934448242,pattern1,rcp45
2001,0.0920035913586617,pattern1,rcp45
2002,0.112003594636917,pattern1,rcp45
2003,0.122003592550755,pattern1,rcp45
2004,0.14200359582901,pattern1,rcp45
2005,0.162003591656685,pattern1,rcp45
2006,0.172003597021103,pattern1,rcp45
2007,0.18200358748436,pattern1,rcp45
2008,0.202003598213196,pattern1,rcp45
2009,0.212003588676453,pattern1,rcp45
2010,0.222003594040871,pattern1,rcp45
2011,0.232003599405289,pattern1,rcp45
2012,0.242003589868546,pattern1,rcp45
2013,0.252003580331802,pattern1,rcp45
2014,0.262003600597382,pattern1,rcp45
2015,0.282003581523895,pattern1,rcp45
2016,0.292003601789474,pattern1,rcp45
2017,0.302003592252731,pattern1,rcp45
2018,0.312003582715988,pattern1,rcp45
2019,0.332003593444824,pattern1,rcp45
2020,0.342003583908081,pattern1,rcp45
2021,0.35200360417366,pattern1,rcp45
2022,0.362003594636917,pattern1,rcp45
2023,0.382003605365753,pattern1,rcp45
2024,0.39200359582901,pattern1,rcp45
2025,0.402003586292267,pattern1,rcp45
2026,0.412003606557846,pattern1,rcp45
2027,0.43200358748436,pattern1,rcp45
2028,0.442003607749939,pattern1,rcp45
2029,0.452003598213196,pattern1,rcp45
2030,0.462003588676453,pattern1,rcp45
2031,0.482003599405289,pattern1,rcp45
2032,0.492003589868546,pattern1,rcp45
2033,0.502003610134125,pattern1,rcp45
2034,0.512003600597382,pattern1,rcp45
2035,0.522003591060638,pattern1,rcp45
2036,0.542003571987152,pattern1,rcp45
2037,0.552003622055054,pattern1,rcp45
2038,0.562003612518311,pattern1,rcp45
2039,0.572003602981567,pattern1,rcp45
2040,0.582003593444824,pattern1,rcp45
2041,0.602003574371338,pattern1,rcp45
2042,0.612003564834595,pattern1,rcp45
2043,0.622003614902496,pattern1,rcp45
2044,0.632003605365753,pattern1,rcp45
2045,0.64200359582901,pattern1,rcp45
2046,0.652003586292267,pattern1,rcp45
2047,0.662003576755524,pattern1,rcp45
2048,0.672003567218781,pattern1,rcp45
2049,0.682003617286682,pattern1,rcp45
2050,0.692003607749939,pattern1,rcp45
2051,0.702003598213196,pattern1,rcp45
2052,0.712003588676453,pattern1,rcp45
2053,0.722003579139709,pattern1,rcp45
2054,0.732003569602966,pattern1,rcp45
2055,0.742003619670868,pattern1,rcp45
2056,0.752003610134125,pattern1,rcp45
2057,0.752003610134125,pattern1,rcp45
2058,0.762003600597382,pattern1,rcp45
2059,0.772003591060638,pattern1,rcp45
2060,0.772003591060638,pattern1,rcp45
2061,0.782003581523895,pattern1,rcp45
2062,0.792003571987152,pattern1,rcp45
2063,0.792003571987152,pattern1,rcp45
2064,0.802003622055054,pattern1,rcp45
2065,0.802003622055054,pattern1,rcp45
2066,0.812003612518311,pattern1,rcp45
2067,0.812003612518311,pattern1,rcp45
2068,0.822003602981567,pattern1,rcp45
2069,0.822003602981567,pattern1,rcp45
2070,0.822003602981567,pattern1,rcp45
2071,0.832003593444824,pattern1,rcp45
2072,0.832003593444824,pattern1,rcp45
2073,0.832003593444824,pattern1,rcp45
2074,0.832003593444824,pattern1,rcp45
2075,0.842003583908081,pattern1,rcp45
2076,0.842003583908081,pattern1,rcp45
2077,0.842003583908081,pattern1,rcp45
2078,0.842003583908081,pattern1,rcp45
2079,0.842003583908081,pattern1,rcp45
2080,0.842003583908081,pattern1,rcp45
2081,0.842003583908081,pattern1,rcp45
2082,0.842003583908081,pattern1,rcp45
2083,0.842003583908081,pattern1,rcp45
2084,0.842003583908081,pattern1,rcp45
2085,0.842003583908081,pattern1,rcp45
2086,0.842003583908081,pattern1,rcp45
2087,0.842003583908081,pattern1,rcp45
2088,0.852003574371338,pattern1,rcp45
2089,0.852003574371338,pattern1,rcp45
2090,0.852003574371338,pattern1,rcp45
2091,0.852003574371338,pattern1,rcp45
2092,0.852003574371338,pattern1,rcp45
2093,0.852003574371338,pattern1,rcp45
2094,0.852003574371338,pattern1,rcp45
2095,0.852003574371338,pattern1,rcp45
2096,0.852003574371338,pattern1,rcp45
2097,0.852003574371338,pattern1,rcp45
2098,0.852003574371338,pattern1,rcp45
2099,0.852003574371338,pattern1,rcp45
1981,-0.220774278044701,pattern3,rcp45
1982,-0.210774272680283,pattern3,rcp45
1983,-0.190774276852608,pattern3,rcp45
1984,-0.190774276852608,pattern3,rcp45
1985,-0.18077427148819,pattern3,rcp45
1986,-0.170774281024933,pattern3,rcp45
1987,-0.150774285197258,pattern3,rcp45
1988,-0.14077427983284,pattern3,rcp45
1989,-0.130774274468422,pattern3,rcp45
1990,-0.110774278640747,pattern3,rcp45
1991,-0.10077428072691,pattern3,rcp45
1992,-0.0807742774486542,pattern3,rcp45
1993,-0.060774277895689,pattern3,rcp45
1994,-0.0307742785662413,pattern3,rcp45
1995,-0.0107742780819535,pattern3,rcp45
1996,0.0092257214710116,pattern3,rcp45
1997,0.0292257219552994,pattern3,rcp45
1998,0.0492257215082645,pattern3,rcp45
1999,0.0592257231473923,pattern3,rcp45
2000,0.0692257210612297,pattern3,rcp45
2001,0.0792257189750671,pattern3,rcp45
2002,0.0992257222533226,pattern3,rcp45
2003,0.119225718080997,pattern3,rcp45
2004,0.139225721359253,pattern3,rcp45
2005,0.159225717186928,pattern3,rcp45
2006,0.179225727915764,pattern3,rcp45
2007,0.189225718379021,pattern3,rcp45
2008,0.209225714206696,pattern3,rcp45
2009,0.219225719571114,pattern3,rcp45
2010,0.229225724935532,pattern3,rcp45
2011,0.249225720763206,pattern3,rcp45
2012,0.259225726127625,pattern3,rcp45
2013,0.269225716590881,pattern3,rcp45
2014,0.289225727319717,pattern3,rcp45
2015,0.299225717782974,pattern3,rcp45
2016,0.309225708246231,pattern3,rcp45
2017,0.31922572851181,pattern3,rcp45
2018,0.339225709438324,pattern3,rcp45
2019,0.349225729703903,pattern3,rcp45
2020,0.35922572016716,pattern3,rcp45
2021,0.369225710630417,pattern3,rcp45
2022,0.389225721359253,pattern3,rcp45
2023,0.39922571182251,pattern3,rcp45
2024,0.409225732088089,pattern3,rcp45
2025,0.429225713014603,pattern3,rcp45
2026,0.439225733280182,pattern3,rcp45
2027,0.459225714206696,pattern3,rcp45
2028,0.469225734472275,pattern3,rcp45
2029,0.489225715398788,pattern3,rcp45
2030,0.499225735664368,pattern3,rcp45
2031,0.509225726127625,pattern3,rcp45
2032,0.529225707054138,pattern3,rcp45
2033,0.539225697517395,pattern3,rcp45
2034,0.549225747585297,pattern3,rcp45
2035,0.56922572851181,pattern3,rcp45
2036,0.579225718975067,pattern3,rcp45
2037,0.599225699901581,pattern3,rcp45
2038,0.609225749969482,pattern3,rcp45
2039,0.619225740432739,pattern3,rcp45
2040,0.639225721359253,pattern3,rcp45
2041,0.64922571182251,pattern3,rcp45
2042,0.659225702285767,pattern3,rcp45
2043,0.669225692749023,pattern3,rcp45
2044,0.689225733280182,pattern3,rcp45
2045,0.699225723743439,pattern3,rcp45
2046,0.709225714206696,pattern3,rcp45
2047,0.719225704669952,pattern3,rcp45
2048,0.739225745201111,pattern3,rcp45
2049,0.749225735664368,pattern3,rcp45
2050,0.759225726127625,pattern3,rcp45
2051,0.769225716590881,pattern3,rcp45
2052,0.789225697517395,pattern3,rcp45
2053,0.799225747585297,pattern3,rcp45
2054,0.809225738048553,pattern3,rcp45
2055,0.81922572851181,pattern3,rcp45
2056,0.829225718975067,pattern3,rcp45
2057,0.839225709438324,pattern3,rcp45
2058,0.849225699901581,pattern3,rcp45
2059,0.859225749969482,pattern3,rcp45
2060,0.869225740432739,pattern3,rcp45
2061,0.879225730895996,pattern3,rcp45
2062,0.879225730895996,pattern3,rcp45
2063,0.889225721359253,pattern3,rcp45
2064,0.89922571182251,pattern3,rcp45
2065,0.89922571182251,pattern3,rcp45
2066,0.909225702285767,pattern3,rcp45
2067,0.919225692749023,pattern3,rcp45
2068,0.919225692749023,pattern3,rcp45
2069,0.929225742816925,pattern3,rcp45
2070,0.929225742816925,pattern3,rcp45
2071,0.939225733280182,pattern3,rcp45
2072,0.939225733280182,pattern3,rcp45
2073,0.939225733280182,pattern3,rcp45
2074,0.949225723743439,pattern3,rcp45
2075,0.949225723743439,pattern3,rcp45
2076,0.949225723743439,pattern3,rcp45
2077,0.959225714206696,pattern3,rcp45
2078,0.959225714206696,pattern3,rcp45
2079,0.959225714206696,pattern3,rcp45
2080,0.959225714206696,pattern3,rcp45
2081,0.959225714206696,pattern3,rcp45
2082,0.959225714206696,pattern3,rcp45
2083,0.969225704669952,pattern3,rcp45
2084,0.969225704669952,pattern3,rcp45
2085,0.969225704669952,pattern3,rcp45
2086,0.969225704669952,pattern3,rcp45
2087,0.969225704669952,pattern3,rcp45
2088,0.979225695133209,pattern3,rcp45
2089,0.979225695133209,pattern3,rcp45
2090,0.979225695133209,pattern3,rcp45
2091,0.979225695133209,pattern3,rcp45
2092,0.979225695133209,pattern3,rcp45
2093,0.989225745201111,pattern3,rcp45
2094,0.989225745201111,pattern3,rcp45
2095,0.989225745201111,pattern3,rcp45
2096,0.989225745201111,pattern3,rcp45
2097,0.999225735664368,pattern3,rcp45
2098,0.999225735664368,pattern3,rcp45
2099,0.999225735664368,pattern3,rcp45
1981,-0.247996404767036,pattern2,rcp45
1982,-0.227996408939362,pattern2,rcp45
1983,-0.217996403574944,pattern2,rcp45
1984,-0.207996413111687,pattern2,rcp45
1985,-0.197996407747269,pattern2,rcp45
1986,-0.177996411919594,pattern2,rcp45
1987,-0.167996406555176,pattern2,rcp45
1988,-0.147996410727501,pattern2,rcp45
1989,-0.127996399998665,pattern2,rcp45
1990,-0.117996409535408,pattern2,rcp45
1991,-0.0979964062571526,pattern2,rcp45
1992,-0.0879964083433151,pattern2,rcp45
1993,-0.0579964071512222,pattern2,rcp45
1994,-0.0279964059591293,pattern2,rcp45
1995,-0.0079964064061641,pattern2,rcp45
1996,0.0220035929232836,pattern2,rcp45
1997,0.0420035943388939,pattern2,rcp45
1998,0.0520035922527313,pattern2,rcp45
1999,0.0720035955309868,pattern2,rcp45
2000,0.0820035934448242,pattern2,rcp45
2001,0.0920035913586617,pattern2,rcp45
2002,0.112003594636917,pattern2,rcp45
2003,0.122003592550755,pattern2,rcp45
2004,0.14200359582901,pattern2,rcp45
2005,0.162003591656685,pattern2,rcp45
2006,0.172003597021103,pattern2,rcp45
2007,0.18200358748436,pattern2,rcp45
2008,0.202003598213196,pattern2,rcp45
2009,0.212003588676453,pattern2,rcp45
2010,0.222003594040871,pattern2,rcp45
2011,0.232003599405289,pattern2,rcp45
2012,0.242003589868546,pattern2,rcp45
2013,0.252003580331802,pattern2,rcp45
2014,0.262003600597382,pattern2,rcp45
2015,0.282003581523895,pattern2,rcp45
2016,0.292003601789474,pattern2,rcp45
2017,0.302003592252731,pattern2,rcp45
2018,0.312003582715988,pattern2,rcp45
2019,0.332003593444824,pattern2,rcp45
2020,0.342003583908081,pattern2,rcp45
2021,0.35200360417366,pattern2,rcp45
2022,0.362003594636917,pattern2,rcp45
2023,0.382003605365753,pattern2,rcp45
2024,0.39200359582901,pattern2,rcp45
2025,0.402003586292267,pattern2,rcp45
2026,0.412003606557846,pattern2,rcp45
2027,0.43200358748436,pattern2,rcp45
2028,0.442003607749939,pattern2,rcp45
2029,0.452003598213196,pattern2,rcp45
2030,0.462003588676453,pattern2,rcp45
2031,0.482003599405289,pattern2,rcp45
2032,0.492003589868546,pattern2,rcp45
2033,0.502003610134125,pattern2,rcp45
2034,0.512003600597382,pattern2,rcp45
2035,0.522003591060638,pattern2,rcp45
2036,0.542003571987152,pattern2,rcp45
2037,0.552003622055054,pattern2,rcp45
2038,0.562003612518311,pattern2,rcp45
2039,0.572003602981567,pattern2,rcp45
2040,0.582003593444824,pattern2,rcp45
2041,0.602003574371338,pattern2,rcp45
2042,0.612003564834595,pattern2,rcp45
2043,0.622003614902496,pattern2,rcp45
2044,0.632003605365753,pattern2,rcp45
2045,0.64200359582901,pattern2,rcp45
2046,0.652003586292267,pattern2,rcp45
2047,0.662003576755524,pattern2,rcp45
2048,0.672003567218781,pattern2,rcp45
2049,0.682003617286682,pattern2,rcp45
2050,0.692003607749939,pattern2,rcp45
2051,0.702003598213196,pattern2,rcp45
2052,0.712003588676453,pattern2,rcp45
2053,0.722003579139709,pattern2,rcp45
2054,0.732003569602966,pattern2,rcp45
2055,0.742003619670868,pattern2,rcp45
2056,0.752003610134125,pattern2,rcp45
2057,0.752003610134125,pattern2,rcp45
2058,0.762003600597382,pattern2,rcp45
2059,0.772003591060638,pattern2,rcp45
2060,0.772003591060638,pattern2,rcp45
2061,0.782003581523895,pattern2,rcp45
2062,0.792003571987152,pattern2,rcp45
2063,0.792003571987152,pattern2,rcp45
2064,0.802003622055054,pattern2,rcp45
2065,0.802003622055054,pattern2,rcp45
2066,0.812003612518311,pattern2,rcp45
2067,0.812003612518311,pattern2,rcp45
2068,0.822003602981567,pattern2,rcp45
2069,0.822003602981567,pattern2,rcp45
2070,0.822003602981567,pattern2,rcp45
2071,0.832003593444824,pattern2,rcp45
2072,0.832003593444824,pattern2,rcp45
2073,0.832003593444824,pattern2,rcp45
2074,0.832003593444824,pattern2,rcp45
2075,0.842003583908081,pattern2,rcp45
2076,0.842003583908081,pattern2,rcp45
2077,0.842003583908081,pattern2,rcp45
2078,0.842003583908081,pattern2,rcp45
2079,0.842003583908081,pattern2,rcp45
2080,0.842003583908081,pattern2,rcp45
2081,0.842003583908081,pattern2,rcp45
2082,0.842003583908081,pattern2,rcp45
2083,0.842003583908081,pattern2,rcp45
2084,0.842003583908081,pattern2,rcp45
2085,0.842003583908081,pattern2,rcp45
2086,0.842003583908081,pattern2,rcp45
2087,0.842003583908081,pattern2,rcp45
2088,0.852003574371338,pattern2,rcp45
2089,0.852003574371338,pattern2,rcp45
2090,0.852003574371338,pattern2,rcp45
2091,0.852003574371338,pattern2,rcp45
2092,0.852003574371338,pattern2,rcp45
2093,0.852003574371338,pattern2,rcp45
2094,0.852003574371338,pattern2,rcp45
2095,0.852003574371338,pattern2,rcp45
2096,0.852003574371338,pattern2,rcp45
2097,0.852003574371338,pattern2,rcp45
2098,0.852003574371338,pattern2,rcp45
2099,0.852003574371338,pattern2,rcp45
1981,-0.31760111451149,GFDL-ESM2M,rcp45
1982,-0.167790099978447,GFDL-ESM2M,rcp45
1983,-0.224858105182648,GFDL-ESM2M,rcp45
1984,-0.229954093694687,GFDL-ESM2M,rcp45
1985,-0.354588091373444,GFDL-ESM2M,rcp45
1986,-0.197728097438812,GFDL-ESM2M,rcp45
1987,0.040980901569128,GFDL-ESM2M,rcp45
1988,0.0843458995223045,GFDL-ESM2M,rcp45
1989,-0.362920105457306,GFDL-ESM2M,rcp45
1990,-0.233067095279694,GFDL-ESM2M,rcp45
1991,0.0351518988609314,GFDL-ESM2M,rcp45
1992,-0.193150103092194,GFDL-ESM2M,rcp45
1993,-0.369969099760056,GFDL-ESM2M,rcp45
1994,-0.275090098381042,GFDL-ESM2M,rcp45
1995,-0.15057809650898,GFDL-ESM2M,rcp45
1996,0.213312894105911,GFDL-ESM2M,rcp45
1997,0.190699905157089,GFDL-ESM2M,rcp45
1998,-0.0679060965776443,GFDL-ESM2M,rcp45
1999,-0.0145001001656055,GFDL-ESM2M,rcp45
2000,0.239771902561188,GFDL-ESM2M,rcp45
2001,0.31707289814949,GFDL-ESM2M,rcp45
2002,0.322046905755997,GFDL-ESM2M,rcp45
2003,0.0449169017374516,GFDL-ESM2M,rcp45
2004,0.14434389770031,GFDL-ESM2M,rcp45
2005,0.232264906167984,GFDL-ESM2M,rcp45
2006,0.267939895391464,GFDL-ESM2M,rcp45
2007,0.419520914554596,GFDL-ESM2M,rcp45
2008,0.0773269012570381,GFDL-ESM2M,rcp45
2009,0.284418910741806,GFDL-ESM2M,rcp45
2010,0.278437912464142,GFDL-ESM2M,rcp45
2011,0.401240885257721,GFDL-ESM2M,rcp45
2012,0.312861889600754,GFDL-ESM2M,rcp45
2013,0.363917887210846,GFDL-ESM2M,rcp45
2014,0.42202290892601,GFDL-ESM2M,rcp45
2015,0.366663902997971,GFDL-ESM2M,rcp45
2016,0.516260921955109,GFDL-ESM2M,rcp45
2017,0.584406912326813,GFDL-ESM2M,rcp45
2018,0.419062912464142,GFDL-ESM2M,rcp45
2019,0.424586892127991,GFDL-ESM2M,rcp45
2020,0.565119922161102,GFDL-ESM2M,rcp45
2021,0.537470877170563,GFDL-ESM2M,rcp45
2022,0.439905911684036,GFDL-ESM2M,rcp45
2023,0.397944897413254,GFDL-ESM2M,rcp45
2024,0.542597889900208,GFDL-ESM2M,rcp45
2025,0.656946897506714,GFDL-ESM2M,rcp45
2026,0.629603922367096,GFDL-ESM2M,rcp45
2027,0.400263905525208,GFDL-ESM2M,rcp45
2028,0.718165874481201,GFDL-ESM2M,rcp45
2029,0.596949875354767,GFDL-ESM2M,rcp45
2030,0.755915880203247,GFDL-ESM2M,rcp45
2031,0.798212885856628,GFDL-ESM2M,rcp45
2032,0.662256896495819,GFDL-ESM2M,rcp45
2033,0.688685894012451,GFDL-ESM2M,rcp45
2034,0.686732888221741,GFDL-ESM2M,rcp45
2035,0.669306874275208,GFDL-ESM2M,rcp45
2036,0.513117909431458,GFDL-ESM2M,rcp45
2037,0.784083902835846,GFDL-ESM2M,rcp45
2038,0.804499924182892,GFDL-ESM2M,rcp45
2039,0.671869874000549,GFDL-ESM2M,rcp45
2040,0.733912885189056,GFDL-ESM2M,rcp45
2041,0.835871875286102,GFDL-ESM2M,rcp45
2042,1.000452876091,GFDL-ESM2M,rcp45
2043,0.709742903709412,GFDL-ESM2M,rcp45
2044,0.809595882892609,GFDL-ESM2M,rcp45
2045,0.963160872459412,GFDL-ESM2M,rcp45
2046,0.749567925930023,GFDL-ESM2M,rcp45
2047,0.825739920139313,GFDL-ESM2M,rcp45
2048,0.849970877170563,GFDL-ESM2M,rcp45
2049,0.920862913131714,GFDL-ESM2M,rcp45
2050,0.767634928226471,GFDL-ESM2M,rcp45
2051,0.900171875953674,GFDL-ESM2M,rcp45
2052,0.982813894748688,GFDL-ESM2M,rcp45
2053,1.064936876297,GFDL-ESM2M,rcp45
2054,0.827662885189056,GFDL-ESM2M,rcp45
2055,0.930079877376556,GFDL-ESM2M,rcp45
2056,0.965143918991089,GFDL-ESM2M,rcp45
2057,1.05608689785004,GFDL-ESM2M,rcp45
2058,0.807856917381287,GFDL-ESM2M,rcp45
2059,0.944788873195648,GFDL-ESM2M,rcp45
2060,1.0352429151535,GFDL-ESM2M,rcp45
2061,1.10171091556549,GFDL-ESM2M,rcp45
2062,1.09627795219421,GFDL-ESM2M,rcp45
2063,1.08983886241913,GFDL-ESM2M,rcp45
2064,1.144495844841,GFDL-ESM2M,rcp45
2065,1.18654894828796,GFDL-ESM2M,rcp45
2066,1.17650890350342,GFDL-ESM2M,rcp45
2067,1.17699694633484,GFDL-ESM2M,rcp45
2068,1.04897594451904,GFDL-ESM2M,rcp45
2069,1.10753893852234,GFDL-ESM2M,rcp45
2070,1.1729998588562,GFDL-ESM2M,rcp45
2071,1.1448929309845,GFDL-ESM2M,rcp45
2072,1.06438791751862,GFDL-ESM2M,rcp45
2073,1.42376291751862,GFDL-ESM2M,rcp45
2074,1.2281448841095,GFDL-ESM2M,rcp45
2075,1.15297985076904,GFDL-ESM2M,rcp45
2076,1.34084594249725,GFDL-ESM2M,rcp45
2077,1.14443492889404,GFDL-ESM2M,rcp45
2078,1.26555895805359,GFDL-ESM2M,rcp45
2079,1.30211889743805,GFDL-ESM2M,rcp45
2080,1.33416295051575,GFDL-ESM2M,rcp45
2081,1.15575695037842,GFDL-ESM2M,rcp45
2082,1.12096691131592,GFDL-ESM2M,rcp45
2083,1.24819493293762,GFDL-ESM2M,rcp45
2084,1.06246495246887,GFDL-ESM2M,rcp45
2085,1.05959594249725,GFDL-ESM2M,rcp45
2086,1.28429687023163,GFDL-ESM2M,rcp45
2087,1.03902685642242,GFDL-ESM2M,rcp45
2088,1.20067894458771,GFDL-ESM2M,rcp45
2089,1.24297595024109,GFDL-ESM2M,rcp45
2090,1.10048985481262,GFDL-ESM2M,rcp45
2091,1.14614391326904,GFDL-ESM2M,rcp45
2092,1.38430285453796,GFDL-ESM2M,rcp45
2093,1.12508690357208,GFDL-ESM2M,rcp45
2094,1.08898484706879,GFDL-ESM2M,rcp45
2095,1.11840391159058,GFDL-ESM2M,rcp45
2096,1.32457995414734,GFDL-ESM2M,rcp45
2097,0.973871886730194,GFDL-ESM2M,rcp45
2098,1.05855894088745,GFDL-ESM2M,rcp45
2099,1.21508288383484,GFDL-ESM2M,rcp45
1981,-0.238163501024246,CanESM2,rcp45
1982,-0.170903503894806,CanESM2,rcp45
1983,-0.343174487352371,CanESM2,rcp45
1984,-0.417668491601944,CanESM2,rcp45
1985,-0.26620951294899,CanESM2,rcp45
1986,-0.344883501529694,CanESM2,rcp45
1987,-0.522587478160858,CanESM2,rcp45
1988,-0.351109504699707,CanESM2,rcp45
1989,-0.110874496400356,CanESM2,rcp45
1990,0.0642345026135445,CanESM2,rcp45
1991,-0.137211501598358,CanESM2,rcp45
1992,-0.359318494796753,CanESM2,rcp45
1993,-0.306065499782562,CanESM2,rcp45
1994,-0.110508501529694,CanESM2,rcp45
1995,-0.130863502621651,CanESM2,rcp45
1996,0.18996749818325,CanESM2,rcp45
1997,0.23369950056076,CanESM2,rcp45
1998,-0.0144694996997714,CanESM2,rcp45
1999,0.0556594990193844,CanESM2,rcp45
2000,0.12041749805212,CanESM2,rcp45
2001,0.199610501527786,CanESM2,rcp45
2002,0.191004499793053,CanESM2,rcp45
2003,0.372950494289398,CanESM2,rcp45
2004,0.369074493646622,CanESM2,rcp45
2005,0.591273486614227,CanESM2,rcp45
2006,0.700343489646912,CanESM2,rcp45
2007,0.271632492542267,CanESM2,rcp45
2008,0.236140504479408,CanESM2,rcp45
2009,0.464533507823944,CanESM2,rcp45
2010,0.444575488567352,CanESM2,rcp45
2011,0.570643484592438,CanESM2,rcp45
2012,0.549220502376556,CanESM2,rcp45
2013,0.434870511293411,CanESM2,rcp45
2014,0.598933517932892,CanESM2,rcp45
2015,0.645381510257721,CanESM2,rcp45
2016,0.697383522987366,CanESM2,rcp45
2017,0.688685476779938,CanESM2,rcp45
2018,0.617945492267609,CanESM2,rcp45
2019,0.652583479881287,CanESM2,rcp45
2020,0.800898492336273,CanESM2,rcp45
2021,0.846827507019043,CanESM2,rcp45
2022,0.932673513889313,CanESM2,rcp45
2023,0.913874506950378,CanESM2,rcp45
2024,0.929438471794128,CanESM2,rcp45
2025,0.991450488567352,CanESM2,rcp45
2026,1.06780552864075,CanESM2,rcp45
2027,1.10729551315308,CanESM2,rcp45
2028,0.997370481491089,CanESM2,rcp45
2029,1.19054746627808,CanESM2,rcp45
2030,1.29839646816254,CanESM2,rcp45
2031,1.20550048351288,CanESM2,rcp45
2032,1.09197545051575,CanESM2,rcp45
2033,1.26501047611237,CanESM2,rcp45
2034,1.19906151294708,CanESM2,rcp45
2035,1.2879284620285,CanESM2,rcp45
2036,1.42699754238129,CanESM2,rcp45
2037,1.56737852096558,CanESM2,rcp45
2038,1.59087646007538,CanESM2,rcp45
2039,1.39089548587799,CanESM2,rcp45
2040,1.54491746425629,CanESM2,rcp45
2041,1.64867746829987,CanESM2,rcp45
2042,1.62053954601288,CanESM2,rcp45
2043,1.4328875541687,CanESM2,rcp45
2044,1.50597655773163,CanESM2,rcp45
2045,1.53588449954987,CanESM2,rcp45
2046,1.70455455780029,CanESM2,rcp45
2047,1.69567453861237,CanESM2,rcp45
2048,1.66253244876862,CanESM2,rcp45
2049,1.67962145805359,CanESM2,rcp45
2050,1.69463646411896,CanESM2,rcp45
2051,1.81139647960663,CanESM2,rcp45
2052,1.60287046432495,CanESM2,rcp45
2053,1.82308554649353,CanESM2,rcp45
2054,1.63045847415924,CanESM2,rcp45
2055,1.79583251476288,CanESM2,rcp45
2056,1.85238146781921,CanESM2,rcp45
2057,1.85558652877808,CanESM2,rcp45
2058,1.92785155773163,CanESM2,rcp45
2059,2.1319534778595,CanESM2,rcp45
2060,2.14715147018433,CanESM2,rcp45
2061,2.05315756797791,CanESM2,rcp45
2062,2.20360851287842,CanESM2,rcp45
2063,2.13567638397217,CanESM2,rcp45
2064,2.10579943656921,CanESM2,rcp45
2065,1.91051745414734,CanESM2,rcp45
2066,1.96184849739075,CanESM2,rcp45
2067,1.98949754238129,CanESM2,rcp45
2068,2.01165342330933,CanESM2,rcp45
2069,2.13726353645325,CanESM2,rcp45
2070,2.08504748344421,CanESM2,rcp45
2071,2.196040391922,CanESM2,rcp45
2072,2.14434361457825,CanESM2,rcp45
2073,2.04961657524109,CanESM2,rcp45
2074,2.17940855026245,CanESM2,rcp45
2075,2.21096348762512,CanESM2,rcp45
2076,2.20244956016541,CanESM2,rcp45
2077,2.32607555389404,CanESM2,rcp45
2078,2.26528453826904,CanESM2,rcp45
2079,2.27788853645325,CanESM2,rcp45
2080,2.52068638801575,CanESM2,rcp45
2081,2.45031261444092,CanESM2,rcp45
2082,2.23876452445984,CanESM2,rcp45
2083,2.22820544242859,CanESM2,rcp45
2084,2.30666661262512,CanESM2,rcp45
2085,2.39730358123779,CanESM2,rcp45
2086,2.50048351287842,CanESM2,rcp45
2087,2.3323016166687,CanESM2,rcp45
2088,2.35399961471558,CanESM2,rcp45
2089,2.39696860313416,CanESM2,rcp45
2090,2.20748448371887,CanESM2,rcp45
2091,2.09185361862183,CanESM2,rcp45
2092,2.09981846809387,CanESM2,rcp45
2093,2.28075742721558,CanESM2,rcp45
2094,2.347163438797,CanESM2,rcp45
2095,2.3183856010437,CanESM2,rcp45
2096,2.19542956352234,CanESM2,rcp45
2097,2.21819639205933,CanESM2,rcp45
2098,2.51769542694092,CanESM2,rcp45
2099,2.4810745716095,CanESM2,rcp45
1981,-0.305816262960434,MPI-ESM-MR,rcp45
1982,-0.327118247747421,MPI-ESM-MR,rcp45
1983,-0.466217249631882,MPI-ESM-MR,rcp45
1984,-0.421783238649368,MPI-ESM-MR,rcp45
1985,-0.292846262454987,MPI-ESM-MR,rcp45
1986,-0.305053263902664,MPI-ESM-MR,rcp45
1987,-0.266937255859375,MPI-ESM-MR,rcp45
1988,-0.296631246805191,MPI-ESM-MR,rcp45
1989,-0.0942992493510246,MPI-ESM-MR,rcp45
1990,0.0007627499871887,MPI-ESM-MR,rcp45
1991,-0.0221562497317791,MPI-ESM-MR,rcp45
1992,-0.273865252733231,MPI-ESM-MR,rcp45
1993,-0.19531224668026,MPI-ESM-MR,rcp45
1994,-0.115722246468067,MPI-ESM-MR,rcp45
1995,-0.106903247535229,MPI-ESM-MR,rcp45
1996,-0.0041812499985098,MPI-ESM-MR,rcp45
1997,0.223388746380806,MPI-ESM-MR,rcp45
1998,0.0921327471733093,MPI-ESM-MR,rcp45
1999,0.126861751079559,MPI-ESM-MR,rcp45
2000,0.205108746886253,MPI-ESM-MR,rcp45
2001,0.263976752758026,MPI-ESM-MR,rcp45
2002,0.230560749769211,MPI-ESM-MR,rcp45
2003,0.14648474752903,MPI-ESM-MR,rcp45
2004,0.19097875058651,MPI-ESM-MR,rcp45
2005,0.200805753469467,MPI-ESM-MR,rcp45
2006,0.225127756595612,MPI-ESM-MR,rcp45
2007,0.314605742692947,MPI-ESM-MR,rcp45
2008,0.467315763235092,MPI-ESM-MR,rcp45
2009,0.349731743335724,MPI-ESM-MR,rcp45
2010,0.388610750436783,MPI-ESM-MR,rcp45
2011,0.357146739959717,MPI-ESM-MR,rcp45
