year,anomaly,gcm,scenario
2054,1.92926013469696,CESM1-BGC,rcp85
2055,1.96795618534088,CESM1-BGC,rcp85
2056,1.92932116985321,CESM1-BGC,rcp85
2057,2.12616014480591,CESM1-BGC,rcp85
2058,2.18811011314392,CESM1-BGC,rcp85
2059,2.08264112472534,CESM1-BGC,rcp85
2060,2.16229224205017,CESM1-BGC,rcp85
2061,2.17181420326233,CESM1-BGC,rcp85
2062,2.20257616043091,CESM1-BGC,rcp85
2063,2.23614525794983,CESM1-BGC,rcp85
2064,2.29992723464966,CESM1-BGC,rcp85
2065,2.49212622642517,CESM1-BGC,rcp85
2066,2.51870703697205,CESM1-BGC,rcp85
2067,2.42962622642517,CESM1-BGC,rcp85
2068,2.41482520103455,CESM1-BGC,rcp85
2069,2.52053809165955,CESM1-BGC,rcp85
2070,2.64032006263733,CESM1-BGC,rcp85
2071,2.71304321289062,CESM1-BGC,rcp85
2072,2.67886304855347,CESM1-BGC,rcp85
2073,2.75280714035034,CESM1-BGC,rcp85
2074,2.7817690372467,CESM1-BGC,rcp85
2075,2.89944410324097,CESM1-BGC,rcp85
2076,2.79345703125,CESM1-BGC,rcp85
2077,2.87100219726562,CESM1-BGC,rcp85
2078,2.9822690486908,CESM1-BGC,rcp85
2079,2.97345018386841,CESM1-BGC,rcp85
2080,3.19058203697205,CESM1-BGC,rcp85
2081,3.24612426757812,CESM1-BGC,rcp85
2082,3.26190209388733,CESM1-BGC,rcp85
2083,3.19726514816284,CESM1-BGC,rcp85
2084,3.16836524009705,CESM1-BGC,rcp85
2085,3.27511620521545,CESM1-BGC,rcp85
2086,3.31460618972778,CESM1-BGC,rcp85
2087,3.45636010169983,CESM1-BGC,rcp85
2088,3.52960205078125,CESM1-BGC,rcp85
2089,3.48294115066528,CESM1-BGC,rcp85
2090,3.48370313644409,CESM1-BGC,rcp85
2091,3.65289306640625,CESM1-BGC,rcp85
2092,3.7167661190033,CESM1-BGC,rcp85
2093,3.63952612876892,CESM1-BGC,rcp85
2094,3.65850806236267,CESM1-BGC,rcp85
2095,3.78405714035034,CESM1-BGC,rcp85
2096,3.82760620117188,CESM1-BGC,rcp85
2097,3.78945922851562,CESM1-BGC,rcp85
2098,3.84350609779358,CESM1-BGC,rcp85
2099,3.89096117019653,CESM1-BGC,rcp85
1981,-0.0987387448549271,pattern28,rcp85
1982,-0.0787387490272522,pattern28,rcp85
1983,-0.0787387490272522,pattern28,rcp85
1984,-0.0787387490272522,pattern28,rcp85
1985,-0.0687387436628342,pattern28,rcp85
1986,-0.0587387457489967,pattern28,rcp85
1987,-0.048738744109869,pattern28,rcp85
1988,-0.0387387461960316,pattern28,rcp85
1989,-0.028738746419549,pattern28,rcp85
1990,-0.0187387447804213,pattern28,rcp85
1991,-0.0087387459352612,pattern28,rcp85
1992,0.0012612543068826,pattern28,rcp85
1993,0.0212612543255091,pattern28,rcp85
1994,0.0412612557411194,pattern28,rcp85
1995,0.0612612552940845,pattern28,rcp85
1996,0.0712612569332123,pattern28,rcp85
1997,0.0912612527608871,pattern28,rcp85
1998,0.111261256039143,pattern28,rcp85
1999,0.131261259317398,pattern28,rcp85
2000,0.151261255145073,pattern28,rcp85
2001,0.171261250972748,pattern28,rcp85
2002,0.191261261701584,pattern28,rcp85
2003,0.231261253356934,pattern28,rcp85
2004,0.261261254549026,pattern28,rcp85
2005,0.291261255741119,pattern28,rcp85
2006,0.321261256933212,pattern28,rcp85
2007,0.351261258125305,pattern28,rcp85
2008,0.371261268854141,pattern28,rcp85
2009,0.401261240243912,pattern28,rcp85
2010,0.431261241436005,pattern28,rcp85
2011,0.451261252164841,pattern28,rcp85
2012,0.481261253356934,pattern28,rcp85
2013,0.511261224746704,pattern28,rcp85
2014,0.541261255741119,pattern28,rcp85
2015,0.57126122713089,pattern28,rcp85
2016,0.611261248588562,pattern28,rcp85
2017,0.641261279582977,pattern28,rcp85
2018,0.681261241436005,pattern28,rcp85
2019,0.71126127243042,pattern28,rcp85
2020,0.74126124382019,pattern28,rcp85
2021,0.781261265277863,pattern28,rcp85
2022,0.82126122713089,pattern28,rcp85
2023,0.861261248588562,pattern28,rcp85
2024,0.901261270046234,pattern28,rcp85
2025,0.941261231899261,pattern28,rcp85
2026,0.981261253356934,pattern28,rcp85
2027,1.03126120567322,pattern28,rcp85
2028,1.07126128673553,pattern28,rcp85
2029,1.12126123905182,pattern28,rcp85
2030,1.16126120090485,pattern28,rcp85
2031,1.21126127243042,pattern28,rcp85
2032,1.2612612247467,pattern28,rcp85
2033,1.31126129627228,pattern28,rcp85
2034,1.36126124858856,pattern28,rcp85
2035,1.41126120090485,pattern28,rcp85
2036,1.46126127243042,pattern28,rcp85
2037,1.52126121520996,pattern28,rcp85
2038,1.57126128673553,pattern28,rcp85
2039,1.63126122951508,pattern28,rcp85
2040,1.69126129150391,pattern28,rcp85
2041,1.75126123428345,pattern28,rcp85
2042,1.81126129627228,pattern28,rcp85
2043,1.87126123905182,pattern28,rcp85
2044,1.93126130104065,pattern28,rcp85
2045,1.99126124382019,pattern28,rcp85
2046,2.05126118659973,pattern28,rcp85
2047,2.11126136779785,pattern28,rcp85
2048,2.18126130104065,pattern28,rcp85
2049,2.25126123428345,pattern28,rcp85
2050,2.3312611579895,pattern28,rcp85
2051,2.40126132965088,pattern28,rcp85
2052,2.47126126289368,pattern28,rcp85
2053,2.54126119613647,pattern28,rcp85
2054,2.60126113891602,pattern28,rcp85
2055,2.66126132011414,pattern28,rcp85
2056,2.73126125335693,pattern28,rcp85
2057,2.80126118659973,pattern28,rcp85
2058,2.87126135826111,pattern28,rcp85
2059,2.94126129150391,pattern28,rcp85
2060,3.0112612247467,pattern28,rcp85
2061,3.09126114845276,pattern28,rcp85
2062,3.16126132011414,pattern28,rcp85
2063,3.24126124382019,pattern28,rcp85
2064,3.32126116752625,pattern28,rcp85
2065,3.39126133918762,pattern28,rcp85
2066,3.47126126289368,pattern28,rcp85
2067,3.54126119613647,pattern28,rcp85
2068,3.62126135826111,pattern28,rcp85
2069,3.69126129150391,pattern28,rcp85
2070,3.77126121520996,pattern28,rcp85
2071,3.85126113891602,pattern28,rcp85
2072,3.93126130104065,pattern28,rcp85
2073,4.01126146316528,pattern28,rcp85
2074,4.10126113891602,pattern28,rcp85
2075,4.18126106262207,pattern28,rcp85
2076,4.26126146316528,pattern28,rcp85
2077,4.3312611579895,pattern28,rcp85
2078,4.41126108169556,pattern28,rcp85
2079,4.48126125335693,pattern28,rcp85
2080,4.56126117706299,pattern28,rcp85
2081,4.64126110076904,pattern28,rcp85
2082,4.73126125335693,pattern28,rcp85
2083,4.81126117706299,pattern28,rcp85
2084,4.90126132965088,pattern28,rcp85
2085,5.00126123428345,pattern28,rcp85
2086,5.0812611579895,pattern28,rcp85
2087,5.19126129150391,pattern28,rcp85
2088,5.29126119613647,pattern28,rcp85
2089,5.38126134872437,pattern28,rcp85
2090,5.4712610244751,pattern28,rcp85
2091,5.56126117706299,pattern28,rcp85
2092,5.65126132965088,pattern28,rcp85
2093,5.74126148223877,pattern28,rcp85
2094,5.84126138687134,pattern28,rcp85
2095,5.93126106262207,pattern28,rcp85
2096,6.0312614440918,pattern28,rcp85
2097,6.13126134872437,pattern28,rcp85
2098,6.21126127243042,pattern28,rcp85
2099,6.30126142501831,pattern28,rcp85
1981,-0.0987387448549271,pattern29,rcp85
1982,-0.0787387490272522,pattern29,rcp85
1983,-0.0787387490272522,pattern29,rcp85
1984,-0.0787387490272522,pattern29,rcp85
1985,-0.0687387436628342,pattern29,rcp85
1986,-0.0587387457489967,pattern29,rcp85
1987,-0.048738744109869,pattern29,rcp85
1988,-0.0387387461960316,pattern29,rcp85
1989,-0.028738746419549,pattern29,rcp85
1990,-0.0187387447804213,pattern29,rcp85
1991,-0.0087387459352612,pattern29,rcp85
1992,0.0012612543068826,pattern29,rcp85
1993,0.0212612543255091,pattern29,rcp85
1994,0.0412612557411194,pattern29,rcp85
1995,0.0612612552940845,pattern29,rcp85
1996,0.0712612569332123,pattern29,rcp85
1997,0.0912612527608871,pattern29,rcp85
1998,0.111261256039143,pattern29,rcp85
1999,0.131261259317398,pattern29,rcp85
2000,0.151261255145073,pattern29,rcp85
2001,0.171261250972748,pattern29,rcp85
2002,0.191261261701584,pattern29,rcp85
2003,0.231261253356934,pattern29,rcp85
2004,0.261261254549026,pattern29,rcp85
2005,0.291261255741119,pattern29,rcp85
2006,0.321261256933212,pattern29,rcp85
2007,0.351261258125305,pattern29,rcp85
2008,0.371261268854141,pattern29,rcp85
2009,0.401261240243912,pattern29,rcp85
2010,0.431261241436005,pattern29,rcp85
2011,0.451261252164841,pattern29,rcp85
2012,0.481261253356934,pattern29,rcp85
2013,0.511261224746704,pattern29,rcp85
2014,0.541261255741119,pattern29,rcp85
2015,0.57126122713089,pattern29,rcp85
2016,0.611261248588562,pattern29,rcp85
2017,0.641261279582977,pattern29,rcp85
2018,0.681261241436005,pattern29,rcp85
2019,0.71126127243042,pattern29,rcp85
2020,0.74126124382019,pattern29,rcp85
2021,0.781261265277863,pattern29,rcp85
2022,0.82126122713089,pattern29,rcp85
2023,0.861261248588562,pattern29,rcp85
2024,0.901261270046234,pattern29,rcp85
2025,0.941261231899261,pattern29,rcp85
2026,0.981261253356934,pattern29,rcp85
2027,1.03126120567322,pattern29,rcp85
2028,1.07126128673553,pattern29,rcp85
2029,1.12126123905182,pattern29,rcp85
2030,1.16126120090485,pattern29,rcp85
2031,1.21126127243042,pattern29,rcp85
2032,1.2612612247467,pattern29,rcp85
2033,1.31126129627228,pattern29,rcp85
2034,1.36126124858856,pattern29,rcp85
2035,1.41126120090485,pattern29,rcp85
2036,1.46126127243042,pattern29,rcp85
2037,1.52126121520996,pattern29,rcp85
2038,1.57126128673553,pattern29,rcp85
2039,1.63126122951508,pattern29,rcp85
2040,1.69126129150391,pattern29,rcp85
2041,1.75126123428345,pattern29,rcp85
2042,1.81126129627228,pattern29,rcp85
2043,1.87126123905182,pattern29,rcp85
2044,1.93126130104065,pattern29,rcp85
2045,1.99126124382019,pattern29,rcp85
2046,2.05126118659973,pattern29,rcp85
2047,2.11126136779785,pattern29,rcp85
2048,2.18126130104065,pattern29,rcp85
2049,2.25126123428345,pattern29,rcp85
2050,2.3312611579895,pattern29,rcp85
2051,2.40126132965088,pattern29,rcp85
2052,2.47126126289368,pattern29,rcp85
2053,2.54126119613647,pattern29,rcp85
2054,2.60126113891602,pattern29,rcp85
2055,2.66126132011414,pattern29,rcp85
2056,2.73126125335693,pattern29,rcp85
2057,2.80126118659973,pattern29,rcp85
2058,2.87126135826111,pattern29,rcp85
2059,2.94126129150391,pattern29,rcp85
2060,3.0112612247467,pattern29,rcp85
2061,3.09126114845276,pattern29,rcp85
2062,3.16126132011414,pattern29,rcp85
2063,3.24126124382019,pattern29,rcp85
2064,3.32126116752625,pattern29,rcp85
2065,3.39126133918762,pattern29,rcp85
2066,3.47126126289368,pattern29,rcp85
2067,3.54126119613647,pattern29,rcp85
2068,3.62126135826111,pattern29,rcp85
2069,3.69126129150391,pattern29,rcp85
2070,3.77126121520996,pattern29,rcp85
2071,3.85126113891602,pattern29,rcp85
2072,3.93126130104065,pattern29,rcp85
2073,4.01126146316528,pattern29,rcp85
2074,4.10126113891602,pattern29,rcp85
2075,4.18126106262207,pattern29,rcp85
2076,4.26126146316528,pattern29,rcp85
2077,4.3312611579895,pattern29,rcp85
2078,4.41126108169556,pattern29,rcp85
2079,4.48126125335693,pattern29,rcp85
2080,4.56126117706299,pattern29,rcp85
2081,4.64126110076904,pattern29,rcp85
2082,4.73126125335693,pattern29,rcp85
2083,4.81126117706299,pattern29,rcp85
2084,4.90126132965088,pattern29,rcp85
2085,5.00126123428345,pattern29,rcp85
2086,5.0812611579895,pattern29,rcp85
2087,5.19126129150391,pattern29,rcp85
2088,5.29126119613647,pattern29,rcp85
2089,5.38126134872437,pattern29,rcp85
2090,5.4712610244751,pattern29,rcp85
2091,5.56126117706299,pattern29,rcp85
2092,5.65126132965088,pattern29,rcp85
2093,5.74126148223877,pattern29,rcp85
2094,5.84126138687134,pattern29,rcp85
2095,5.93126106262207,pattern29,rcp85
2096,6.0312614440918,pattern29,rcp85
2097,6.13126134872437,pattern29,rcp85
2098,6.21126127243042,pattern29,rcp85
2099,6.30126142501831,pattern29,rcp85
1981,-0.268563359975815,NorESM1-M,rcp85
1982,-0.25290834903717,NorESM1-M,rcp85
1983,-0.261026352643967,NorESM1-M,rcp85
1984,-0.203775346279144,NorESM1-M,rcp85
1985,-0.162790343165398,NorESM1-M,rcp85
1986,-0.135171353816986,NorESM1-M,rcp85
1987,-0.0881133526563644,NorESM1-M,rcp85
1988,-0.106332346796989,NorESM1-M,rcp85
1989,0.0567836500704288,NorESM1-M,rcp85
1990,0.164907649159431,NorESM1-M,rcp85
1991,-0.110360346734524,NorESM1-M,rcp85
1992,-0.259225338697433,NorESM1-M,rcp85
1993,-0.173135355114937,NorESM1-M,rcp85
1994,-0.186898350715637,NorESM1-M,rcp85
1995,-0.18479335308075,NorESM1-M,rcp85
1996,-0.0306183490902185,NorESM1-M,rcp85
1997,-0.044870350509882,NorESM1-M,rcp85
1998,-0.0275973491370678,NorESM1-M,rcp85
1999,0.135732650756836,NorESM1-M,rcp85
2000,0.0921536535024643,NorESM1-M,rcp85
2001,0.0595616512000561,NorESM1-M,rcp85
2002,0.0945956483483315,NorESM1-M,rcp85
2003,0.19130565226078,NorESM1-M,rcp85
2004,0.275625646114349,NorESM1-M,rcp85
2005,0.276449650526047,NorESM1-M,rcp85
2006,0.262411653995514,NorESM1-M,rcp85
2007,0.0990206524729729,NorESM1-M,rcp85
2008,0.174246653914452,NorESM1-M,rcp85
2009,0.270376652479172,NorESM1-M,rcp85
2010,0.429891645908356,NorESM1-M,rcp85
2011,0.27995964884758,NorESM1-M,rcp85
2012,0.205801650881767,NorESM1-M,rcp85
2013,0.35741263628006,NorESM1-M,rcp85
2014,0.340689659118652,NorESM1-M,rcp85
2015,0.435201644897461,NorESM1-M,rcp85
2016,0.513174653053284,NorESM1-M,rcp85
2017,0.396658658981323,NorESM1-M,rcp85
2018,0.402334660291672,NorESM1-M,rcp85
2019,0.503408670425415,NorESM1-M,rcp85
2020,0.477468639612198,NorESM1-M,rcp85
2021,0.562856674194336,NorESM1-M,rcp85
2022,0.539358675479889,NorESM1-M,rcp85
2023,0.638754665851593,NorESM1-M,rcp85
2024,0.626852631568909,NorESM1-M,rcp85
2025,0.735159635543823,NorESM1-M,rcp85
2026,0.767294645309448,NorESM1-M,rcp85
2027,0.831167638301849,NorESM1-M,rcp85
2028,0.923055648803711,NorESM1-M,rcp85
2029,0.804525673389435,NorESM1-M,rcp85
2030,0.769064664840698,NorESM1-M,rcp85
2031,0.772970676422119,NorESM1-M,rcp85
2032,0.853872656822205,NorESM1-M,rcp85
2033,0.95711362361908,NorESM1-M,rcp85
2034,0.995168626308441,NorESM1-M,rcp85
2035,1.13274264335632,NorESM1-M,rcp85
2036,1.17793869972229,NorESM1-M,rcp85
2037,1.17745065689087,NorESM1-M,rcp85
2038,1.07054769992828,NorESM1-M,rcp85
2039,1.05806565284729,NorESM1-M,rcp85
2040,1.18205869197845,NorESM1-M,rcp85
2041,1.15199863910675,NorESM1-M,rcp85
2042,1.1422336101532,NorESM1-M,rcp85
2043,1.14778769016266,NorESM1-M,rcp85
2044,1.3487457036972,NorESM1-M,rcp85
2045,1.39763462543488,NorESM1-M,rcp85
2046,1.32185959815979,NorESM1-M,rcp85
2047,1.26845359802246,NorESM1-M,rcp85
2048,1.39674961566925,NorESM1-M,rcp85
2049,1.42235469818115,NorESM1-M,rcp85
2050,1.50493466854095,NorESM1-M,rcp85
2051,1.60539865493774,NorESM1-M,rcp85
2052,1.56859469413757,NorESM1-M,rcp85
2053,1.65129661560059,NorESM1-M,rcp85
2054,1.66982161998749,NorESM1-M,rcp85
2055,1.73940169811249,NorESM1-M,rcp85
2056,1.67738962173462,NorESM1-M,rcp85
2057,1.67232370376587,NorESM1-M,rcp85
2058,1.70744967460632,NorESM1-M,rcp85
2059,1.68004465103149,NorESM1-M,rcp85
2060,1.82250070571899,NorESM1-M,rcp85
2061,2.06096458435059,NorESM1-M,rcp85
2062,2.06297969818115,NorESM1-M,rcp85
2063,1.97597360610962,NorESM1-M,rcp85
2064,2.06374168395996,NorESM1-M,rcp85
2065,2.22933053970337,NorESM1-M,rcp85
2066,2.22313570976257,NorESM1-M,rcp85
2067,2.23683762550354,NorESM1-M,rcp85
2068,2.26143455505371,NorESM1-M,rcp85
2069,2.19997262954712,NorESM1-M,rcp85
2070,2.32567453384399,NorESM1-M,rcp85
2071,2.3852756023407,NorESM1-M,rcp85
2072,2.40404367446899,NorESM1-M,rcp85
2073,2.54375267028809,NorESM1-M,rcp85
2074,2.63701462745667,NorESM1-M,rcp85
2075,2.65419673919678,NorESM1-M,rcp85
2076,2.56224656105042,NorESM1-M,rcp85
2077,2.55797457695007,NorESM1-M,rcp85
2078,2.60686373710632,NorESM1-M,rcp85
2079,2.51506662368774,NorESM1-M,rcp85
2080,2.64180564880371,NorESM1-M,rcp85
2081,2.7743136882782,NorESM1-M,rcp85
2082,2.79653072357178,NorESM1-M,rcp85
2083,2.91033053398132,NorESM1-M,rcp85
2084,2.8471896648407,NorESM1-M,rcp85
2085,2.79744553565979,NorESM1-M,rcp85
2086,2.84575462341309,NorESM1-M,rcp85
2087,3.10216355323792,NorESM1-M,rcp85
2088,3.29256272315979,NorESM1-M,rcp85
2089,3.15056467056274,NorESM1-M,rcp85
2090,3.08992671966553,NorESM1-M,rcp85
2091,3.28371262550354,NorESM1-M,rcp85
2092,3.33437156677246,NorESM1-M,rcp85
2093,3.25874972343445,NorESM1-M,rcp85
2094,3.38130760192871,NorESM1-M,rcp85
2095,3.50307369232178,NorESM1-M,rcp85
2096,3.56001853942871,NorESM1-M,rcp85
2097,3.53063058853149,NorESM1-M,rcp85
2098,3.46080660820007,NorESM1-M,rcp85
2099,3.43028855323792,NorESM1-M,rcp85
1981,-0.216177895665169,MIROC-ESM,rcp85
1982,-0.320760905742645,MIROC-ESM,rcp85
1983,-0.391561895608902,MIROC-ESM,rcp85
1984,-0.33354789018631,MIROC-ESM,rcp85
1985,-0.265310913324356,MIROC-ESM,rcp85
1986,-0.159261897206306,MIROC-ESM,rcp85
1987,-0.130117893218994,MIROC-ESM,rcp85
1988,-0.0855009034276009,MIROC-ESM,rcp85
1989,-0.0883999019861221,MIROC-ESM,rcp85
1990,0.100686103105545,MIROC-ESM,rcp85
1991,-0.0404879003763199,MIROC-ESM,rcp85
1992,-0.345998913049698,MIROC-ESM,rcp85
1993,-0.284994900226593,MIROC-ESM,rcp85
1994,-0.16386990249157,MIROC-ESM,rcp85
1995,-0.121542900800705,MIROC-ESM,rcp85
1996,0.0248201005160809,MIROC-ESM,rcp85
1997,0.161600098013878,MIROC-ESM,rcp85
1998,0.0705050975084305,MIROC-ESM,rcp85
1999,0.119974099099636,MIROC-ESM,rcp85
2000,0.212716102600098,MIROC-ESM,rcp85
2001,0.33732008934021,MIROC-ESM,rcp85
2002,0.206918105483055,MIROC-ESM,rcp85
2003,0.122476100921631,MIROC-ESM,rcp85
2004,-0.0214138999581337,MIROC-ESM,rcp85
2005,0.0845730975270271,MIROC-ESM,rcp85
2006,0.123178102076054,MIROC-ESM,rcp85
2007,0.314432114362717,MIROC-ESM,rcp85
2008,0.386545091867447,MIROC-ESM,rcp85
2009,0.250223100185394,MIROC-ESM,rcp85
2010,0.171396106481552,MIROC-ESM,rcp85
2011,0.207620099186897,MIROC-ESM,rcp85
2012,0.396097093820572,MIROC-ESM,rcp85
2013,0.344797104597092,MIROC-ESM,rcp85
2014,0.261331111192703,MIROC-ESM,rcp85
2015,0.48175910115242,MIROC-ESM,rcp85
2016,0.610177099704742,MIROC-ESM,rcp85
2017,0.508706092834473,MIROC-ESM,rcp85
2018,0.645151078701019,MIROC-ESM,rcp85
2019,0.751565098762512,MIROC-ESM,rcp85
2020,0.755197107791901,MIROC-ESM,rcp85
2021,0.90702211856842,MIROC-ESM,rcp85
2022,0.865213096141815,MIROC-ESM,rcp85
2023,0.87629109621048,MIROC-ESM,rcp85
2024,0.902139127254486,MIROC-ESM,rcp85
2025,1.08472609519958,MIROC-ESM,rcp85
2026,1.22394704818726,MIROC-ESM,rcp85
2027,1.27747511863708,MIROC-ESM,rcp85
2028,1.23423111438751,MIROC-ESM,rcp85
2029,1.16843509674072,MIROC-ESM,rcp85
2030,1.18699014186859,MIROC-ESM,rcp85
2031,1.27289712429047,MIROC-ESM,rcp85
2032,1.32401406764984,MIROC-ESM,rcp85
2033,1.5588470697403,MIROC-ESM,rcp85
2034,1.56577408313751,MIROC-ESM,rcp85
2035,1.51569509506226,MIROC-ESM,rcp85
2036,1.50083315372467,MIROC-ESM,rcp85
2037,1.53397512435913,MIROC-ESM,rcp85
2038,1.65152907371521,MIROC-ESM,rcp85
2039,1.77152407169342,MIROC-ESM,rcp85
2040,1.75113809108734,MIROC-ESM,rcp85
2041,1.73121011257172,MIROC-ESM,rcp85
2042,1.83335208892822,MIROC-ESM,rcp85
2043,1.85166311264038,MIROC-ESM,rcp85
2044,1.82984304428101,MIROC-ESM,rcp85
2045,1.8214510679245,MIROC-ESM,rcp85
2046,1.96564614772797,MIROC-ESM,rcp85
2047,2.05411720275879,MIROC-ESM,rcp85
2048,1.91394913196564,MIROC-ESM,rcp85
2049,2.05066800117493,MIROC-ESM,rcp85
2050,2.21528005599976,MIROC-ESM,rcp85
2051,2.15693020820618,MIROC-ESM,rcp85
2052,2.26197218894958,MIROC-ESM,rcp85
2053,2.40409207344055,MIROC-ESM,rcp85
2054,2.43772315979004,MIROC-ESM,rcp85
2055,2.45023512840271,MIROC-ESM,rcp85
2056,2.49564504623413,MIROC-ESM,rcp85
2057,2.49665212631226,MIROC-ESM,rcp85
2058,2.63834500312805,MIROC-ESM,rcp85
2059,2.54895901679993,MIROC-ESM,rcp85
2060,2.70200514793396,MIROC-ESM,rcp85
2061,2.77015113830566,MIROC-ESM,rcp85
2062,2.71042799949646,MIROC-ESM,rcp85
2063,2.76697707176208,MIROC-ESM,rcp85
2064,2.8948450088501,MIROC-ESM,rcp85
2065,3.08851003646851,MIROC-ESM,rcp85
2066,3.10264015197754,MIROC-ESM,rcp85
2067,3.07178616523743,MIROC-ESM,rcp85
2068,3.17087721824646,MIROC-ESM,rcp85
2069,3.17878103256226,MIROC-ESM,rcp85
2070,3.23233914375305,MIROC-ESM,rcp85
2071,3.24506521224976,MIROC-ESM,rcp85
2072,3.47287917137146,MIROC-ESM,rcp85
2073,3.61387014389038,MIROC-ESM,rcp85
2074,3.60251712799072,MIROC-ESM,rcp85
2075,3.62754201889038,MIROC-ESM,rcp85
2076,3.77341604232788,MIROC-ESM,rcp85
2077,3.77842116355896,MIROC-ESM,rcp85
2078,3.86832618713379,MIROC-ESM,rcp85
2079,3.83863210678101,MIROC-ESM,rcp85
2080,3.9491970539093,MIROC-ESM,rcp85
2081,4.11985111236572,MIROC-ESM,rcp85
2082,4.21186208724976,MIROC-ESM,rcp85
2083,4.23990821838379,MIROC-ESM,rcp85
2084,4.33896827697754,MIROC-ESM,rcp85
2085,4.35605812072754,MIROC-ESM,rcp85
2086,4.3203821182251,MIROC-ESM,rcp85
2087,4.47312307357788,MIROC-ESM,rcp85
2088,4.57791996002197,MIROC-ESM,rcp85
2089,4.61469411849976,MIROC-ESM,rcp85
2090,4.65030813217163,MIROC-ESM,rcp85
2091,4.66343116760254,MIROC-ESM,rcp85
2092,4.67838430404663,MIROC-ESM,rcp85
2093,4.76612186431885,MIROC-ESM,rcp85
2094,4.75348806381226,MIROC-ESM,rcp85
2095,4.92640113830566,MIROC-ESM,rcp85
2096,5.04740333557129,MIROC-ESM,rcp85
2097,5.25190114974976,MIROC-ESM,rcp85
2098,5.15061330795288,MIROC-ESM,rcp85
2099,5.15964603424072,MIROC-ESM,rcp85
1981,-0.230604499578476,GFDL-ESM2G,rcp85
1982,-0.387678503990173,GFDL-ESM2G,rcp85
1983,-0.656294524669647,GFDL-ESM2G,rcp85
1984,-0.422834485769272,GFDL-ESM2G,rcp85
1985,-0.0933365002274513,GFDL-ESM2G,rcp85
1986,-0.141188502311707,GFDL-ESM2G,rcp85
1987,-0.302687495946884,GFDL-ESM2G,rcp85
1988,-0.193891495466232,GFDL-ESM2G,rcp85
1989,-0.258772492408752,GFDL-ESM2G,rcp85
1990,-0.0430124998092651,GFDL-ESM2G,rcp85
1991,-0.0246415007859468,GFDL-ESM2G,rcp85
1992,-0.476515501737595,GFDL-ESM2G,rcp85
1993,-0.415632486343384,GFDL-ESM2G,rcp85
1994,-0.237867504358292,GFDL-ESM2G,rcp85
1995,-0.0905285030603409,GFDL-ESM2G,rcp85
1996,-0.0205825008451939,GFDL-ESM2G,rcp85
1997,0.0850085020065308,GFDL-ESM2G,rcp85
1998,0.0977345034480095,GFDL-ESM2G,rcp85
1999,0.0708175003528595,GFDL-ESM2G,rcp85
2000,0.12330749630928,GFDL-ESM2G,rcp85
2001,0.3758405148983,GFDL-ESM2G,rcp85
2002,0.475633502006531,GFDL-ESM2G,rcp85
2003,0.319169491529465,GFDL-ESM2G,rcp85
2004,0.289231508970261,GFDL-ESM2G,rcp85
2005,0.368577510118484,GFDL-ESM2G,rcp85
2006,0.170060500502586,GFDL-ESM2G,rcp85
2007,0.0876635015010834,GFDL-ESM2G,rcp85
2008,0.205918505787849,GFDL-ESM2G,rcp85
2009,0.220262497663498,GFDL-ESM2G,rcp85
2010,0.258988499641418,GFDL-ESM2G,rcp85
2011,0.199571505188942,GFDL-ESM2G,rcp85
2012,0.229264497756958,GFDL-ESM2G,rcp85
2013,0.32524248957634,GFDL-ESM2G,rcp85
2014,0.288316488265991,GFDL-ESM2G,rcp85
2015,0.474626511335373,GFDL-ESM2G,rcp85
2016,0.386155486106873,GFDL-ESM2G,rcp85
2017,0.225724503397942,GFDL-ESM2G,rcp85
2018,0.244920507073402,GFDL-ESM2G,rcp85
2019,0.294633507728577,GFDL-ESM2G,rcp85
2020,0.207994505763054,GFDL-ESM2G,rcp85
2021,0.362626492977142,GFDL-ESM2G,rcp85
2022,0.49260151386261,GFDL-ESM2G,rcp85
2023,0.363694489002228,GFDL-ESM2G,rcp85
2024,0.442338496446609,GFDL-ESM2G,rcp85
2025,0.641008496284485,GFDL-ESM2G,rcp85
2026,0.481706500053406,GFDL-ESM2G,rcp85
2027,0.645829498767853,GFDL-ESM2G,rcp85
2028,0.844163477420807,GFDL-ESM2G,rcp85
2029,0.600755512714386,GFDL-ESM2G,rcp85
2030,0.414842486381531,GFDL-ESM2G,rcp85
2031,0.717271506786346,GFDL-ESM2G,rcp85
2032,0.76512348651886,GFDL-ESM2G,rcp85
2033,0.728715479373932,GFDL-ESM2G,rcp85
2034,0.751145482063293,GFDL-ESM2G,rcp85
2035,0.701585471630096,GFDL-ESM2G,rcp85
2036,0.880448520183563,GFDL-ESM2G,rcp85
2037,0.922807514667511,GFDL-ESM2G,rcp85
2038,0.831681489944458,GFDL-ESM2G,rcp85
2039,0.843553483486176,GFDL-ESM2G,rcp85
2040,0.974412500858307,GFDL-ESM2G,rcp85
2041,0.774339497089386,GFDL-ESM2G,rcp85
2042,0.825517475605011,GFDL-ESM2G,rcp85
2043,0.996202528476715,GFDL-ESM2G,rcp85
2044,1.11067354679108,GFDL-ESM2G,rcp85
2045,1.09074544906616,GFDL-ESM2G,rcp85
2046,1.04414546489716,GFDL-ESM2G,rcp85
2047,1.05153048038483,GFDL-ESM2G,rcp85
2048,1.10170149803162,GFDL-ESM2G,rcp85
2049,1.20417952537537,GFDL-ESM2G,rcp85
